Text,Label
"I appreciate the eco-friendly packaging, but the box was slightly crushed.",0
"The watch tracks steps well, but the heart rate monitor seems a bit inconsistent.",0
"The coat is warm, but the zipper catches on the inner fabric quite often.",0
"Unfortunately, one of the small screws was missing from the package.",0
"The mattress is supportive, but it is a bit too firm for my personal liking.",0
"The camera takes good outdoor photos, but struggles a bit in low light.",0
"The backpack is spacious, but the shoulder straps could use more padding.",0
"The tea tastes okay, but it has a slightly bitter aftertaste.",0
"The vacuum has good suction, but the dustbin is very small and fills up fast.",0
"The delivery driver left the package at the wrong door, though I found it later.",0
"The application is useful, but the user interface feels a bit outdated.",0
"The cream is moisturizing, but it leaves a slightly greasy residue on my skin.",0
"The keyboard feels nice, but the spacebar has an annoying squeaky sound.",0
"The fan cools well, but it vibrates a bit too much on the highest setting.",0
"The book arrived safely, but the cover had a minor scratch on the back.",0
"The chair looks premium, but the seat cushion flattens out too quickly.",0
"The wireless connection is generally good, but it drops occasionally.",0
"The luggage is lightweight, but the wheels don't roll very smoothly on carpet.",0
"The printer prints well, but setting up the Wi-Fi was an absolute hassle.",0
"The wallet is sleek, but it is very difficult to slide credit cards out.",0
"The water bottle keeps drinks cold, but the cap is slightly hard to open.",0
"The tent is spacious, but it is quite difficult to pack back into its bag.",0
"The face wash cleanses deeply, but it leaves my skin feeling a bit tight.",0
"The bicycle gears shift fine, but the chain requires frequent oiling.",0
"The puzzle is beautiful, but the pieces fit together a bit too loosely.",0
"The coffee maker is fast, but the permanent filter lets some grounds through.",0
"The mirror is clear, but the frame feels a bit lighter than I expected.",0
"The curtain blocks most of the light, but the rings were not included.",0
"The garlic press works, but a lot of garlic gets stuck in the holes.",0
"The laptop stand is sturdy, but it doesn't fold completely flat.",0
"The measuring spoons are accurate, but the engraved sizes are hard to read.",0
"The shoe rack holds many pairs, but it takes up a bit too much space.",0
"The extension cord is long, but the plug is too thick for tight spaces.",0
"The bath mat is very soft, but it takes a long time to dry completely.",0
"The makeup brushes are synthetic, but the handles feel a bit cheap.",0
"The silicone spatula is heat resistant, but the head is too flexible for heavy dough.",0
"The air mattress is comfortable, but it loses a little air overnight.",0
"The luggage scale is handy, but the digital display is quite small.",0
"The compression socks help my legs, but they are very difficult to put on.",0
"The storage bags seal tightly, but they are hard to clean for reuse.",0
"The dashcam video is clear, but the suction cup falls off in extreme heat.",0
"The water filter improves taste, but the filtration process is very slow.",0
"The projection clock is neat, but the projected numbers are a bit blurry.",0
"The reusable bags are strong, but they take a long time to dry after washing.",0
"The electric kettle is fast, but the exterior gets very hot to the touch.",0
"The wireless charger is convenient, but the phone must be aligned perfectly.",0
"The tea infuser is cute, but very fine tea leaves escape through the holes.",0
"The wool coat is stylish, but the material is a bit itchy on bare skin.",0
"The bath towels are soft, but they produce a lot of lint in the dryer.",0
"The grill brush scrubs well, but the handle is a bit too short for comfort.",0
"The baby monitor is clear, but the battery drains a bit too fast.",0
"The car sun shade fits my windshield, but folding it back up is frustrating.",0
"The resistance bands stretch well, but they pinch the skin a little.",0
"The desk chair is adjustable, but the armrests feel a bit too plasticky.",0
"The dish rack is compact, but the utensil holder is too shallow for tall spoons.",0
"The luggage tag is bright, but the strap feels a bit easily breakable.",0
"The lint roller is sticky, but peeling the used sheet is slightly frustrating.",0
"The spice jars are cute, but the shaker lids are a bit hard to pop off.",0
"The screen wipes are moist, but they leave a very slight residue.",0
"The oven mitts are protective, but they are a bit too bulky for small hands.",0
"The food thermometer is quick, but the screen lacks a backlight for night grilling.",0
"The power bank is reliable, but it is quite heavy for its battery capacity.",0
"The packing cubes are useful, but the mesh material feels a bit delicate.",0
"The soap dispenser looks good, but the pump requires a bit of force.",0
"The reading glasses are clear, but the frames feel a bit tight on the temples.",0
"The coat hanger is sturdy, but the hooks are a bit too close together.",0
"The water pitcher is sleek, but the lid tends to fall off while pouring.",0
"The notebook is nice, but the pages are a bit too thin for heavy markers.",0
"The car mount is stable, but the release button is a bit hard to reach.",0
"The makeup brush applies foundation well, but it sheds a few hairs occasionally.",0
"The bath mat is absorbent, but the rubber backing started peeling slightly.",0
"The protein bar tastes okay, but the texture is a bit too chewy for me.",0
"The cutting board is thick, but it shows knife marks very easily.",0
"The dog harness is secure, but the straps are a bit tricky to adjust.",0
"The essential oil smells nice, but the scent fades away quite fast.",0
"The desk fan is cool, but it vibrates a bit too much on the highest setting.",0
"The guitar strings sound bright, but they seem to tarnish a bit quickly.",0
"The mechanical pencil is nice, but the lead breaks a bit too frequently.",0
"The baby wipes are soft, but they are a bit difficult to pull out one by one.",0
"The storage bins are handy, but the lids don't snap on very tightly.",0
"The hair dryer is strong, but the attachments tend to fall off during use.",0
"The tea is flavorful, but the tea bags tear somewhat easily in the cup.",0
"The face wash cleanses well, but it doesn't foam up as much as I like.",0
"The umbrella is large, but it feels a bit heavy to carry around all day.",0
"The lamp is stylish, but the switch is located awkwardly on the cord.",0
"The wallet is sleek, but it is a bit difficult to slide cards in and out.",0
"The pet bed is cozy, but it is a bit smaller than the dimensions stated.",0
"The monitor has great resolution, but the stand is not height adjustable.",0
"The bicycle is lightweight, but the seat is slightly uncomfortable on long rides.",0
"The printer is efficient, but the replacement cartridges are a bit pricey.",0
"The sunscreen protects well, but it has a very distinct chemical smell.",0
"The rug is soft, but it sheds a bit of material during the first few weeks.",0
"The headphones are comfortable, but the Bluetooth range is somewhat short.",0
"The smart bulb is bright, but the initial setup process was a bit tedious.",0
"The book arrived in good condition, but the font is quite small to read.",0
"The pan heats evenly, but the handle design makes it a bit awkward to hold.",0
"The jacket is warm, but the zipper catches on the fabric occasionally.",0
"The app has good features, but the interface feels a bit cluttered.",0
"The keyboard feels nice, but the spacebar has a slight squeaking sound.",0
"The vacuum is powerful, but the attachments are a bit hard to swap out.",0
"The coffee tastes good, but the roast is slightly lighter than advertised.",0
"The luggage is durable, but the handle extends a bit stiffly.",0
"The watch is elegant, but the screen is a bit hard to read in direct sunlight.",0
"The cream is moisturizing, but it takes a bit too long to fully absorb.",0
"The chair looks great, but the seat is a little too firm for long hours.",0
"The assembly was mostly easy, but one screw was slightly misaligned.",0
"The sound is clear, but I wish the bass was a bit more pronounced.",0
"The coat is beautiful, but it lacks deep pockets which is slightly annoying.",0
"The laptop is fast, but the cooling fan can get a bit loud under load.",0
"I like the color, but the texture is a little rougher than the picture.",0
"The device is helpful, but the battery requires frequent charging.",0
"While the design is modern, the material feels a bit lighter than expected.",0
"The shoes are stylish, however, they are a bit narrow for wide feet.",0
"It functions well, but the user manual could be a bit more detailed.",0
"The delivery took a few extra days, but the product was undamaged.",0
"The quality is decent, though the sizing runs a bit too large for me.",0
"The fabric is lovely, but unfortunately, it doesn't match my furniture.",0
"The baby carrier is very comfortable, but adjusting the straps is tricky.",0
"The pasta maker is very sturdy, but cleaning the rollers takes time.",0
"The shoe polish works well, but the smell is incredibly strong.",0
"The guitar tuner is accurate, but the screen is a bit dim.",0
"The screen protector applied easily, but it slightly reduces touch sensitivity.",0
"The tool bag has plenty of pockets, but the zipper feels a bit stiff.",0
"The humidifier is quiet, but refilling the water tank is somewhat awkward.",0
"The body wash lathers well, but the scent doesn't linger after the shower.",0
"The measuring cups are heavy, but the handles bend if pressed too hard.",0
"The car seat cover looks nice, but it shifts a bit when getting in.",0
"The pet grooming brush is effective, but it is a bit harsh on short hair.",0
"The silicone baking mats are great, but they stain slightly with turmeric.",0
"The sunglasses are lightweight, but the lenses scratch a bit easily.",0
"The green tea is authentic, but the leaves take a long time to steep.",0
"The mattress topper is soft, but it shifts slightly on the bed.",0
"The board game is fun, but the rulebook is quite complicated.",0
"The cutting board is solid, but it needs frequent oiling to stay smooth.",0
"The travel adapter worked, but it feels a bit bulky in the socket.",0
"The facial cleanser is gentle, but it struggles with waterproof mascara.",0
"The hiking boots are durable, but they feel a bit heavy on steep trails.",0
"The notebook paper is smooth, but it ghosts slightly with fountain pens.",0
"The desk fan is strong, but the oscillating mechanism occasionally clicks.",0
"The laundry detergent cleans well, but the measuring cap is messy.",0
"The external hard drive is fast, but the included cable is very short.",0
"The dog treats are loved by my pet, but they crumble very easily.",0
"The wine glasses are elegant, but they are a bit too tall for my cabinet.",0
"The baby monitor video is clear, but the audio has a slight delay.",0
"The foam roller is firm, but it is a bit too wide for my gym bag.",0
"The leather belt is well made, but the dye rubbed off on my jeans slightly.",0
"The smart plug works, but it occasionally disconnects from the app.",0
"The bicycle helmet is breathable, but the chin strap is a bit scratchy.",0
"The makeup palette is pigmented, but there is quite a bit of fallout.",0
"The shower curtain is water-repellent, but it clings to the tub slightly.",0
"The baking sheet is even, but it warped slightly at very high temperatures.",0
"The essential oils smell pure, but the droppers are somewhat inconsistent.",0
"The car wax shines beautifully, but it requires a lot of buffing.",0
"The resistance loops are durable, but the resistance levels are not clearly marked.",0
"The dog leash is strong, but the padded handle takes a while to dry if wet.",0
"The printer ink is vibrant, but the cartridges run out a bit faster than expected.",0
"The hair gel holds well, but it flakes slightly by the end of the day.",0
"The reusable grocery bags hold a lot, but the handles dig into my shoulders.",0
"The microphone is clear, but the desktop stand is a bit flimsy.",0
"The plant pot is modern, but the drainage hole is slightly too large.",0
"The bath bomb dissolved well, but it left a slight color ring in the tub.",0
"The monitor has a high refresh rate, but the color accuracy out of the box is poor.",0
"The spices are fresh, but the shaker holes dispense too much at once.",0
"The drill is powerful, but it is quite heavy to hold for overhead tasks.",0
"The lip balm is nourishing, but it needs to be reapplied quite frequently.",0
"The portable charger is huge, but it takes all night to fully recharge itself.",0
"The mechanical pencil is heavy, but the eraser is far too small.",0
"The throw blanket is cozy, but it generates a lot of static electricity.",0
"The multi-vitamin gives energy, but the pills are uncomfortably large.",0
"The yoga blocks are stable, but they dent easily if pressed too hard.",0
"The air fryer is convenient, but the basket is a bit small for a family.",0
"The acoustic guitar sounds warm, but the tuning pegs feel a bit loose.",0
"The desk organizer looks professional, but the compartments are oddly sized.",0
"The hair straightener heats up fast, but the outside gets very hot to the touch.",0
"The cat litter traps odors, but it tracks a bit too much around the house.",0
"The sewing machine is beginner-friendly, but it struggles with thick fabrics.",0
"The water bottle keeps drinks cold, but it is too wide for my car cup holder.",0
"The puzzle has beautiful artwork, but the glossy finish causes too much glare.",0
"The face serum brightens skin, but it feels slightly tacky until it dries.",0
"The keyboard wrist rest is supportive, but it collects dust very quickly.",0
"The camping chair folds compactly, but the seat is a bit low to the ground.",0
"The bath towels are plush, but they take a very long time to air dry.",0
"The blender crushes ice well, but the glass pitcher is extremely heavy.",0
"The thermal socks are warm, but they are too thick for most of my shoes.",0
"The gaming controller has zero latency, but the D-pad feels a bit stiff.",0
"The wooden table is beautiful, but it requires coasters to prevent water rings.",0
"The digital scale is accurate, but the glass top smudges very easily.",0
"The shaving cream is smooth, but the aerosol can clogs occasionally.",0
"The baby stroller folds easily, but the storage basket underneath is tiny.",0
"The car phone holder sticks firmly, but it limits the vent airflow.",0
"The desk lamp is soothing, but the base takes up a lot of desk space.",0
"The protein powder mixes well, but the scoop was buried at the very bottom.",0
"The gardening tools are durable, but they are a bit heavy for extended use.",0
"The tea selection is wonderful, but the box arrived slightly dented.",0
"The backpack is spacious, but the zippers lack weatherproofing.",0
"The winter coat is thick, but the hood is a bit too oversized.",0
"The dog food is healthy, but the kibble size is a bit large for small breeds.",0
"The suitcase is lightweight, but the exterior scratches quite easily.",0
"The smart bulb app is easy, but it requires a 2.4GHz network only.",0
"The wireless mouse is ergonomic, but the click sound is a bit loud.",0
"I bought these for my parents, they liked them but found the setup confusing.",0
"The frying pan is non-stick, but the bottom warped after a few months.",0
"These running shoes offer good support, but the laces untie easily.",0
"The noise-canceling is great, but they feel a bit heavy on the ears.",0
"My skin feels hydrated, but the scent of the lotion is a bit medicinal.",0
"The bookshelf was easy to assemble, but the veneer chips easily.",0
"A fantastic purchase, though I wish it came in more color options.",0
"The fitness band is lightweight, but the screen scratches very easily.",0
"I adore this necklace, but the clasp is very tiny and hard to fasten.",0
"The customer service was polite, but the wait time on hold was 30 minutes.",0
"Very elegant design, but it requires frequent dusting to look its best.",0
"The coffee machine brews perfectly, but the water reservoir is hard to detach.",0
"I was amazed by the fast delivery, though the outer box was quite battered.",0
"This sweater is incredibly soft, but it pills a bit after washing.",0
"The tablet screen is crisp, but the battery life falls short of claims.",0
"It's a good product overall, but the monthly subscription model is annoying.",0
"The item is functional, but unfortunately, it did not quite meet my expectations.",0
"Sadly, the sizing was a bit too small for me, so I will have to exchange it.",0
"The shipping was somewhat slow, though the product itself arrived safely.",0
"It operates fine, but the battery life is a bit shorter than I had hoped.",0
"The fabric is high quality, but the color is slightly different from the online photo.",0
"While the customer service was very polite, the issue took a few days to resolve.",0
"The instructions were a bit difficult to follow, but the setup is fine now.",0
"It is a decent item, however, I feel the price is a bit high for what it offers.",0
"The device is good, but the sound quality could definitely be improved.",0
"Unfortunately, the design didn't fit my personal style, so I returned it.",0
"The packaging was a bit damaged, but thankfully the product inside was intact.",0
"It works as intended, though the interface feels a bit outdated to me.",0
"I appreciated the quick response, but the material wasn't exactly what I expected.",0
"The screen is beautiful, but the laptop feels a little too heavy for daily travel.",0
"The shoes look lovely, but they are not very comfortable for long walks.",0
"The blender is nice and compact, but it is a bit too loud for early mornings.",0
"Regrettably, this cream didn't work for my skin type, so I had to stop using it.",0
"The customer support team tried their best, but they couldn't fix the software bug.",0
"The material is very soft, but it seems to wrinkle quite easily after a wash.",0
"It is a fair product, but I personally preferred the design of the older version.",0
"The watch looks elegant, but the step tracker is not as accurate as I required.",0
"The delivery was delayed by a week, but the seller kept me informed throughout.",0
"The coat is very stylish, but it is not warm enough for freezing winter days.",0
"The setup process was a bit long, but the application is running smoothly now.",0
"The texture is nice, but the scent is just a bit too strong for my liking.",0
"The non-stick coating works well, but the handle gets a bit warm during use.",0
"The luggage wheels spin nicely, but the main zipper feels a little fragile.",0
"The flavor is okay, but it is slightly more bitter than I originally anticipated.",0
"The vacuum has good suction, but the power cord is a bit too short for big rooms.",0
"The book has a great storyline, but the physical printing quality could be better.",0
"The keyboard is beautiful, but the keys are a bit too loud for quiet offices.",0
"The solar panel works, but it takes quite a long time to charge completely.",0
"The tent is easy to assemble, but it doesn't handle strong winds very well.",0
"The sunscreen leaves a nice finish, but it feels a bit oily after a few hours.",0
"The chair has great lumbar support, but the seat cushion is a bit too firm.",0
